period,periodOrder,region,shortName,locationName,date,year,month,monthLabel,season,latitude,longitude,sampleDepthM,chlorophyllA,suspendedSolids,salinity,temperatureC,secchiDepthM,phaeo,silica,dissolvedInorganicPhosphorus,dissolvedInorganicNitrogen
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2024-01-09,2024,1,Jan,Wet season,-23.47015,150.94095,10.3,0.914,8.135,35.273,27.632,2,0.642,4.18,0.065,0.4475
2024-2025,2,Fitzroy region,FTZ5,Peak West,2024-01-09,2024,1,Jan,Wet season,-23.3408833,150.9036167,9.2,0.3163,0.6825,35.8945,29.196,7,0.225,2.005,0.025,0.30000000000000004
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2024-01-09,2024,1,Jan,Wet season,-23.2324833,150.8734167,12,0.323,0.55,35.534,28.9895,4,0.223,2.8825,0.0375,0.275
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2024-01-09,2024,1,Jan,Wet season,-23.2166833,150.9600333,16.7,0.385,0.24,35.586,28.676,8,0.2058,1.0975,0.03,0.335
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2024-01-09,2024,1,Jan,Wet season,-23.1515333,151.0690667,19.2,0.3158,0.07,35.54,28.5325,10,0.1613,0.9275,0.0325,0.4925
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2024-01-10,2024,1,Jan,Wet season,-23.0932833,150.9137833,21,0.4288,0.5625,35.5475,28.901,9,0.2545,0.7575,0.0225,0.3825
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2024-02-11,2024,2,Feb,Wet season,-23.466485,150.9414017,12,1.0263,28.27,35.542,,0.8,0.7043,8.1,0.1925,1.355
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2024-02-11,2024,2,Feb,Wet season,-23.466485,150.9414017,12,1.0315,29.12,35.542,,0.8,0.8165,,,
2024-2025,2,Fitzroy region,FTZ5,Peak West,2024-02-10,2024,2,Feb,Wet season,-23.3407667,150.90495,12.5,1.0093,14.04,35.636,,1,0.7533,5.6925,0.115,0.6625
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2024-02-11,2024,2,Feb,Wet season,-23.2322367,150.8717667,11,1.0383,13.25,35.5665,,1,0.7695,4.42,0.0975,0.33749999999999997
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2024-02-10,2024,2,Feb,Wet season,-23.21605,150.9580833,18,0.4388,1.6125,35.9905,,5,0.3378,3.33,0.03,0.2175
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2024-02-10,2024,2,Feb,Wet season,-23.2162667,150.9634,,0.404,1.73,36.034,,,0.357,,,
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2024-02-10,2024,2,Feb,Wet season,-23.1511467,151.0698283,20.5,0.485,1.9575,35.8585,,5,0.3563,3.5075,0.025,0.22250000000000003
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2024-02-10,2024,2,Feb,Wet season,-23.1566117,151.07276,,0.3775,1.185,35.851,,,0.2535,,,
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2024-02-10,2024,2,Feb,Wet season,-23.0906333,150.9137717,22.5,0.7693,1.385,35.913,,4.5,0.4223,1.3125,0.03,0.1625
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2024-04-02,2024,4,Apr,Wet season,-23.47075,150.9394,8.6,0.506,5.6,35.5575,26.3015,3,0.4148,3.375,0.0725,0.5599999999999999
2024-2025,2,Fitzroy region,FTZ5,Peak West,2024-04-02,2024,4,Apr,Wet season,-23.3410333,150.9050167,7.5,0.3473,3.2475,35.69,26.3665,3,0.2768,2.425,0.0325,0.4475
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2024-04-02,2024,4,Apr,Wet season,-23.237,150.8729833,9.5,0.5178,4.105,35.6695,26.457,3.5,0.4108,2.485,0.0475,0.5375
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2024-04-02,2024,4,Apr,Wet season,-23.2167,150.9599833,13.5,0.2938,0.57,35.591,26.411,7.5,0.2068,1.915,0.015,0.5625
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2024-04-03,2024,4,Apr,Wet season,-23.1515,151.0689667,18,0.2475,0.2425,35.421,26.524,12,0.1785,1.6775,0.01,0.7649999999999999
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2024-04-03,2024,4,Apr,Wet season,-23.0921833,150.9132833,18,0.2175,0.3925,35.5625,27.221,11,0.1405,1.8225,0.02,0.6074999999999999
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2024-05-12,2024,5,May,Dry season,-23.4705167,150.9394667,7.4,0.7988,18.46,34.479,,0.75,0.6225,11.105,0.305,1.905
2024-2025,2,Fitzroy region,FTZ5,Peak West,2024-05-13,2024,5,May,Dry season,-23.3408167,150.9053667,8.8,0.5118,6.41,35.365,23.019,2.5,0.4573,3.295,0.0925,0.6575000000000001
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2024-05-13,2024,5,May,Dry season,-23.23305,150.8725833,9.8,0.5363,5.52,35.336,23.423,3.5,0.4418,3.2725,0.075,0.38250000000000006
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2024-05-13,2024,5,May,Dry season,-23.2165833,150.95995,15,0.2655,4.6575,35.3695,23.099,6.5,0.2505,2.4425,0.0375,0.36500000000000005
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2024-05-12,2024,5,May,Dry season,-23.1513167,151.06905,18.6,0.1395,2.255,35.318,23.103,12,0.1068,1.1325,0.02,0.5249999999999999
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2024-05-12,2024,5,May,Dry season,-23.0922833,150.9132833,20.9,0.2465,1.88,35.3695,23.5335,7,0.209,2.0475,0.0425,0.47250000000000003
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2024-06-11,2024,6,Jun,Dry season,-23.47095,150.94,7.7,0.7095,13.015,35.117,19.914,1,0.4553,7.05,0.2225,1.0175
2024-2025,2,Fitzroy region,FTZ5,Peak West,2024-06-11,2024,6,Jun,Dry season,-23.34085,150.9050333,8.2,0.2188,3.3825,35.3555,20.306,4.5,0.1433,3.05,0.1125,0.42250000000000004
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2024-06-12,2024,6,Jun,Dry season,-23.2327833,150.8732333,10,0.1348,0.4925,35.467,20.233,9,0.0675,2.445,0.0575,0.3675
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2024-06-12,2024,6,Jun,Dry season,-23.2163833,150.9607667,15.8,0.17,0.4175,35.482,21.176,10,0.1433,0.7875,0.03,0.335
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2024-06-12,2024,6,Jun,Dry season,-23.1516667,151.0697167,19.2,0.1238,0.4625,35.5195,21.3245,12,0.1083,0.9675,0.055,0.4475
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2024-06-12,2024,6,Jun,Dry season,-23.0922833,150.9131667,17.7,0.141,0.36,35.4805,20.6645,11.5,0.1208,1.6425,0.03,0.26
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2024-05-30,2024,5,May,Dry season,-23.4703167,150.9412,10,0.7708,10.47,35.243,21.3885,1,0.324,4.7775,0.14,0.6375
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2024-05-30,2024,5,May,Dry season,-23.4703167,150.9412,10,0.8055,1.99,35.224,,,0.564,,,
2024-2025,2,Fitzroy region,FTZ5,Peak West,2024-05-30,2024,5,May,Dry season,-23.3414833,150.9049,9,0.6195,8.155,35.43,21.594,1.5,0.5928,2.8875,0.08,0.27
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2024-05-29,2024,5,May,Dry season,-23.2325833,150.8734,10,0.406,5.015,35.4255,21.5365,2.5,0.4163,2.7275,0.0775,0.3275
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2024-05-29,2024,5,May,Dry season,-23.2164333,150.9605167,16,0.269,0.445,35.4035,21.923,8,0.1875,1.7975,0.025,0.27
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2024-05-29,2024,5,May,Dry season,-23.1513167,151.06895,21,0.1935,0.2125,35.4345,22.3965,8,0.1365,1.22,0.0425,0.19
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2024-05-29,2024,5,May,Dry season,-23.0924833,150.91415,22,0.207,0.39,35.398,21.9975,7,0.181,1.495,0.025,0.23750000000000002
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2024-11-26,2024,11,Nov,Wet season,-23.47095,150.9404,11.2,0.5635,7.7,36.415,24.7255,1.5,0.5038,2.04,0.075,0.535
2024-2025,2,Fitzroy region,FTZ5,Peak West,2024-11-26,2024,11,Nov,Wet season,-23.34115,150.9054833,10,0.2388,1.7525,36.19,25.8105,3.5,0.2025,1.47,0.0425,0.44500000000000006
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2024-11-26,2024,11,Nov,Wet season,-23.2313667,150.8720667,12,0.3893,3.775,36.2225,26.4165,2.5,0.3205,1.915,0.08,0.565
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2024-11-26,2024,11,Nov,Wet season,-23.2155833,150.9592833,14,0.188,0.155,36.089,26.123,9.5,0.129,0.9925,0.0425,0.4675
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2024-11-26,2024,11,Nov,Wet season,-23.1545167,151.0696,15,0.1668,0.3925,35.9255,25.7765,10,0.1363,0.6575,0.0325,0.8024999999999999
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2024-11-26,2024,11,Nov,Wet season,-23.0965667,150.9127333,18,0.2308,0.345,36.0675,26.866,9,0.1608,0.6675,0.035,0.39749999999999996
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2024-12-11,2024,12,Dec,Wet season,-23.4649167,150.94475,17,0.5848,2.7125,36.7475,26.594,1.5,0.538,3.8425,0.1775,0.9774999999999999
2024-2025,2,Fitzroy region,FTZ5,Peak West,2024-12-11,2024,12,Dec,Wet season,-23.34085,150.9055667,9,0.6268,1.3575,36.4455,25.7225,4,0.409,0.77,0.02,0.76
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2024-12-11,2024,12,Dec,Wet season,-23.2326833,150.8734167,10,0.6313,0.6975,36.2945,26.542,5,0.3463,0.3325,0.01,0.4475
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2024-12-11,2024,12,Dec,Wet season,-23.21465,150.9617667,11,0.551,0.1975,35.9285,25.488,8,0.3553,1.065,0.045,0.3863
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2024-12-12,2024,12,Dec,Wet season,-23.1545167,151.0695833,14.5,0.395,0.41,35.716,24.836,11,0.2735,2.54,0.085,0.3413
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2024-12-12,2024,12,Dec,Wet season,-23.09485,150.91345,18,0.5443,,35.677,27.544,10,0.3365,2.0975,0.085,0.4675
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2025-01-12,2025,1,Jan,Wet season,-23.4640667,150.9432167,12.7,0.8818,21.505,36.249,27.9,0.75,0.8545,5.0225,0.165,1.195
2024-2025,2,Fitzroy region,FTZ5,Peak West,2025-01-12,2025,1,Jan,Wet season,-23.33965,150.9044333,11.4,0.444,1.6725,36.255,27.9,4,0.3528,3.205,0.06,0.6725
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2025-01-12,2025,1,Jan,Wet season,-23.2329667,150.8729333,12.1,0.3005,0.79,36.351,28.15,9,0.1963,2.395,0.03,0.6675
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2025-01-12,2025,1,Jan,Wet season,-23.2166667,150.9604667,10.4,0.3138,0.9875,36.2795,28,7,0.2805,2.65,0.0225,0.6749999999999999
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2025-01-12,2025,1,Jan,Wet season,-23.15095,151.0705667,23,0.2483,0.22,36.1225,27.7,10.5,0.1963,2.2375,0.02,0.825
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2025-01-12,2025,1,Jan,Wet season,-23.0931667,150.9121833,21.2,0.2358,0.1225,36.218,27.9,10,0.1818,2.145,0.01,0.7013
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2025-03-09,2025,3,Mar,Wet season,-23.4638,150.9430167,11.5,0.8755,8.3,34.484,28.45,0.75,0.809,12.5175,0.285,0.6375
2024-2025,2,Fitzroy region,FTZ5,Peak West,2025-03-09,2025,3,Mar,Wet season,-23.3399667,150.9058167,9.6,0.4018,2.535,35.3465,28.25,2.8,0.3173,5.33,0.12,0.6275000000000001
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2025-03-09,2025,3,Mar,Wet season,-23.2319833,150.8751,11.5,0.2578,0.625,35.6405,28.55,6.5,0.195,4.4175,0.07,0.6037999999999999
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2025-03-09,2025,3,Mar,Wet season,-23.2164333,150.9594167,12.6,0.4195,0.515,35.6595,27.85,8,0.385,4.2625,0.0525,0.4675
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2025-03-10,2025,3,Mar,Wet season,-23.1512,151.06935,18,0.3308,0.1675,35.7945,27.65,9,0.3398,3.5075,0.0475,0.38
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2025-03-10,2025,3,Mar,Wet season,-23.0919667,150.9124,18.2,0.54,2.165,35.765,27.65,6,0.5348,3.61,0.0675,1
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2025-04-06,2025,4,Apr,Wet season,-23.4701667,150.93935,10,1.788,4.84,27.588,27.1,1.75,0.9685,61.0075,0.695,2.7075
2024-2025,2,Fitzroy region,FTZ5,Peak West,2025-04-06,2025,4,Apr,Wet season,-23.3388333,150.90295,10,0.7228,2.255,30.634,26.6,2.5,0.5225,36.9425,0.505,2.8225
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2025-04-06,2025,4,Apr,Wet season,-23.2324833,150.8727167,10,1.2188,0.7775,31.295,27.1,7,0.6345,28.0725,0.3475,1.145
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2025-04-06,2025,4,Apr,Wet season,-23.2167833,150.9594333,16,0.2723,0.325,35.493,27.2,9,0.2268,2.3725,0.0325,0.5525
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2025-04-07,2025,4,Apr,Wet season,-23.1513833,151.08935,18,0.3025,0.62,35.619,27.2,11,0.2865,1.8775,0.01,0.5087999999999999
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2025-04-07,2025,4,Apr,Wet season,-23.0909833,150.9116667,17,0.33,0.3675,35.4685,27.4,11,0.2603,2.215,0.0275,0.4512999999999999
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2025-05-22,2025,5,May,Dry season,-23.4696833,150.9394667,9.6,0.7,6.23,34.4975,22.9,1.5,0.602,6.555,0.1475,0.7575000000000001
2024-2025,2,Fitzroy region,FTZ5,Peak West,2025-05-22,2025,5,May,Dry season,-23.3399167,150.9040167,9,0.3668,1.65,34.9385,22.9,3.75,0.309,4.81,0.0875,0.7375
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2025-05-22,2025,5,May,Dry season,-23.2325167,150.8736167,10,0.259,1.705,35.1225,23.1,5.5,0.2643,3.75,0.06,0.6925
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2025-05-22,2025,5,May,Dry season,-23.2166,150.9605333,16,0.2305,0.4725,35.345,23.4,8,0.272,3.82,0.03,0.5438
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2025-05-23,2025,5,May,Dry season,-23.1513667,151.0692833,18,0.1883,0.31,35.3965,23.3,11,0.223,1.8675,0.01,0.6225
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2025-05-23,2025,5,May,Dry season,-23.0922167,150.9125,16,0.2123,0.5225,35.306,23.4,9,0.2048,2.9875,0.035,0.75
2024-2025,2,Fitzroy region,FTZ6,Fitzroy River Mouth,2025-07-08,2025,7,Jul,Dry season,-23.4705167,150.9400333,9.3,0.9023,9.565,35.1725,19,1.3,0.64,4.83,0.1825,0.9925
2024-2025,2,Fitzroy region,FTZ5,Peak West,2025-07-08,2025,7,Jul,Dry season,-23.34125,150.9051167,8.5,0.2338,1.1575,35.2975,19.3,5.2,0.1753,3.23,0.11,1.0438
2024-2025,2,Fitzroy region,FTZ3,Pelican Island,2025-07-08,2025,7,Jul,Dry season,-23.2325,150.87345,10.8,0.1438,0.42,35.296,19.4,10.8,0.1035,1.75,0.075,0.6788000000000001
2024-2025,2,Fitzroy region,FTZ2,Humpy Island,2025-07-09,2025,7,Jul,Dry season,-23.2166833,150.9611833,17.5,0.2533,0.3975,35.4435,20,14.5,0.15,0.565,0.03,0.57
2024-2025,2,Fitzroy region,FTZ1,Barren Island,2025-07-09,2025,7,Jul,Dry season,-23.15125,151.0689833,19,0.2023,0.2375,35.5925,20.4,19,0.1153,0.325,0.0375,0.44250000000000006
2024-2025,2,Fitzroy region,FTZ4,North Keppel Island,2025-07-09,2025,7,Jul,Dry season,-23.0917,150.91315,18,0.226,0.75,35.417,20,14,0.1298,1.015,0.0325,0.5538
2024-2025,2,Wet Tropics region,RM3,RM3,2024-01-04,2024,1,Jan,Wet season,-17.0680817,145.9934233,20,0.195,0.6275,34.6375,,14,0.1123,1.5625,0.1,0.21500000000000002
2024-2025,2,Wet Tropics region,RM8,High Island West,2024-01-04,2024,1,Jan,Wet season,-17.1629567,146.0004683,21.2,0.1785,0.655,34.2285,,12,0.1245,3.93,0.08,0.22500000000000003
2024-2025,2,Wet Tropics region,RM7,Franklands West,2024-01-05,2024,1,Jan,Wet season,-17.227535,146.0901833,21.2,0.315,0.81,34.3835,,15,0.1955,3.07,0.065,0.14
2024-2025,2,Wet Tropics region,RM10,Russell Mulgrave Mouth Mooring,2024-01-05,2024,1,Jan,Wet season,-17.2033983,145.978875,6.9,0.4523,1.91,31.0745,,6,0.3043,21.895,0.065,0.7350000000000001
2024-2025,2,Wet Tropics region,TUL3,Dunk Island North,2024-01-03,2024,1,Jan,Wet season,-17.9260883,146.143345,8.7,0.156,1.165,33.672,,10,0.078,7.42,0.08,0.385
2024-2025,2,Wet Tropics region,TUL6,Between Tam O'Shanter and Timana,2024-01-04,2024,1,Jan,Wet season,-17.9737833,146.11671,9.7,0.459,1.1,32.613,,9,0.3395,11.405,0.065,0.34500000000000003
2024-2025,2,Wet Tropics region,TUL10,Tully Mouth,2024-01-03,2024,1,Jan,Wet season,-18.0227683,146.0746783,8,0.383,2.295,29.952,,8,0.1995,29.68,0.07,1.0925
2024-2025,2,Wet Tropics region,TUL8,Bedarra,2024-01-03,2024,1,Jan,Wet season,-18.014595,146.1335217,10,0.397,3.815,32,,9,0.255,14.91,0.065,0.35
2024-2025,2,Wet Tropics region,TUL5,Dunk Island South East,2024-01-03,2024,1,Jan,Wet season,-17.9604367,146.1986067,24.6,0.5745,0.99,34.38,,14,0.3925,4.865,0.09,0.21
2024-2025,2,Wet Tropics region,TUL2,Clump Point East,2024-01-03,2024,1,Jan,Wet season,-17.8899033,146.26079,24.8,0.1365,0.8425,34.87,,16,0.1008,1.565,0.08,0.30250000000000005
2024-2025,2,Burdekin region,BUR13,Burdekin River mooring,2024-01-08,2024,1,Jan,Wet season,-19.5878333,147.5820833,8.3,0.986,3.525,34.2745,,2.5,0.5848,11.46,0.0375,0.21000000000000002
2024-2025,2,Burdekin region,BUR7,Haughton 2,2024-01-08,2024,1,Jan,Wet season,-19.28275,147.1741333,13.9,0.1665,0.42,35.0285,,5.5,0.0795,2.76,0.055,0.26
2024-2025,2,Burdekin region,BUR4,Geoffrey Bay,2024-01-09,2024,1,Jan,Wet season,-19.1574333,146.8688833,9.3,0.1435,1.92,35.277,,4.2,0.0835,2.745,0.06,0.35000000000000003
2024-2025,2,Burdekin region,BUR2,Pandora,2024-01-09,2024,1,Jan,Wet season,-18.8176,146.4379333,14.3,0.1455,0.53,34.117,,2,0.09,3.18,0.08,0.505
2024-2025,2,Burdekin region,BUR1,Palms West,2024-01-09,2024,1,Jan,Wet season,-18.54215,146.4864833,30.8,0.2558,0.69,34.8105,,5.4,0.1613,1.4375,0.0725,0.2525
2024-2025,2,Wet Tropics region,RM3,RM3,2024-01-22,2024,1,Jan,Wet season,-17.068375,145.9933817,21.6,0.1855,1.17,31.5685,,8,0.1533,12.295,0.0625,0.4575
2024-2025,2,Wet Tropics region,RM8,High Island West,2024-01-22,2024,1,Jan,Wet season,-17.162845,146.0008567,22.8,0.37,0.68,32.1035,,7.5,0.2195,11.775,0.085,0.8899999999999999
2024-2025,2,Wet Tropics region,RM7,Franklands West,2024-01-22,2024,1,Jan,Wet season,-17.2272383,146.0902517,15,0.369,2.17,33.3735,,11,0.3105,7.325,0.1,0.51
2024-2025,2,Wet Tropics region,RM10,Russell Mulgrave Mouth Mooring,2024-01-23,2024,1,Jan,Wet season,-17.2033033,145.978895,7.8,0.4645,3.8175,28.8255,,5,0.3153,27.2725,0.13,1.7000000000000002
2024-2025,2,Wet Tropics region,TUL3,Dunk Island North,2024-01-23,2024,1,Jan,Wet season,-17.9263267,146.1428267,9.5,0.3355,2.11,33.086,,7,0.2095,10.865,0.095,0.7150000000000001
2024-2025,2,Wet Tropics region,TUL6,Between Tam O'Shanter and Timana,2024-01-23,2024,1,Jan,Wet season,-17.9749533,146.1156267,10,0.6175,0.99,30.3725,,2.5,0.37,24.865,0.095,0.625
2024-2025,2,Wet Tropics region,TUL10,Tully Mouth,2024-01-23,2024,1,Jan,Wet season,-18.0228517,146.0750117,8.6,1.0788,11.635,29.4255,,7,0.6805,31.335,0.1075,1.0175
2024-2025,2,Wet Tropics region,TUL8,Bedarra,2024-01-23,2024,1,Jan,Wet season,-18.014475,146.1329317,11.8,0.341,0.925,29.8345,,7,0.2065,28.27,0.09,0.46499999999999997
2024-2025,2,Wet Tropics region,TUL5,Dunk Island South East,2024-01-23,2024,1,Jan,Wet season,-17.96053,146.1905933,25.8,0.2795,1.215,32.788,,12,0.182,12.375,0.095,0.65
2024-2025,2,Wet Tropics region,TUL2,Clump Point East,2024-01-23,2024,1,Jan,Wet season,-17.890395,146.2601967,26.5,0.1143,0.49,34.4925,,14,0.0785,1.5175,0.0525,0.33749999999999997
2024-2025,2,Wet Tropics region,RM3,RM3,2024-02-05,2024,2,Feb,Wet season,-17.0683383,145.9939967,20.8,0.2748,1.57,32.343,,17,0.1708,15.4075,0.08,0.485
2024-2025,2,Wet Tropics region,RM8,High Island West,2024-02-05,2024,2,Feb,Wet season,-17.1630867,146.004965,23.5,0.3035,2.035,32.254,,12,0.186,16.435,0.125,1.33
2024-2025,2,Wet Tropics region,RM7,Franklands West,2024-02-06,2024,2,Feb,Wet season,-17.22673,146.0873917,22.9,0.1855,0.74,32.784,,13,0.098,10.145,0.065,0.33
2024-2025,2,Wet Tropics region,RM10,Russell Mulgrave Mouth Mooring,2024-02-06,2024,2,Feb,Wet season,-17.203265,145.9790133,7,0.512,2.4875,28.94,,5,0.456,34.7575,0.1225,1.625
2024-2025,2,Wet Tropics region,TUL3,Dunk Island North,2024-02-04,2024,2,Feb,Wet season,-17.9247317,146.1432067,10.4,0.215,0.83,31.3645,,9.5,0.1285,17.035,0.065,0.375
2024-2025,2,Wet Tropics region,TUL6,Between Tam O'Shanter and Timana,2024-02-05,2024,2,Feb,Wet season,-17.975545,146.1164917,8.4,0.34,1.215,31.1585,,7,0.205,21.52,0.08,0.405
2024-2025,2,Wet Tropics region,TUL10,Tully Mouth,2024-02-05,2024,2,Feb,Wet season,-18.0229583,146.074895,7,1.0815,1.6,29.8825,,5,0.5128,30.2175,0.0875,0.6425000000000001
2024-2025,2,Wet Tropics region,TUL8,Bedarra,2024-02-05,2024,2,Feb,Wet season,-18.0149283,146.1337,10.1,0.5175,5.425,29.794,,9,0.2845,30.025,0.1,0.5549999999999999
2024-2025,2,Wet Tropics region,TUL5,Dunk Island South East,2024-02-04,2024,2,Feb,Wet season,-17.9603,146.191,24.5,0.3515,3.84,32.523,,10.5,0.2205,13.06,0.075,0.575
2024-2025,2,Wet Tropics region,TUL2,Clump Point East,2024-02-04,2024,2,Feb,Wet season,-17.8900417,146.2605167,25.2,0.2928,1.04,34.1395,,5,0.1953,4.17,0.0675,0.34
2024-2025,2,Burdekin region,BUR13,Burdekin River mooring,2024-02-25,2024,2,Feb,Wet season,-19.5880333,147.581775,8,0.6688,18.105,30.629,,2.1,0.567,33.9275,0.2375,2.2525
2024-2025,2,Burdekin region,BUR7,Haughton 2,2024-02-25,2024,2,Feb,Wet season,-19.2824667,147.1741133,13.5,0.5945,1.375,32.1985,,3.4,0.4495,13.845,0.13,0.42500000000000004
2024-2025,2,Burdekin region,BUR4,Geoffrey Bay,2024-02-26,2024,2,Feb,Wet season,-19.1572333,146.8685817,9.6,0.6775,2.39,32.7475,,3.6,0.3825,15.53,0.065,0.21
2024-2025,2,Burdekin region,BUR2,Pandora,2024-02-24,2024,2,Feb,Wet season,-18.8178467,146.4374617,16,0.4265,3.985,33.5855,,3.2,0.2895,12.145,0.09,0.47500000000000003
2024-2025,2,Burdekin region,BUR1,Palms West,2024-02-24,2024,2,Feb,Wet season,-18.5419533,146.4866117,29,0.3308,1.2,34.064,,5.5,0.2668,4.995,0.075,0.5475
2024-2025,2,Burdekin region,BUR13,Burdekin River mooring,2024-03-24,2024,3,Mar,Wet season,-19.58778,147.581605,8,0.7618,12.725,32.017,,2,0.607,30.515,0.135,1.1800000000000002
2024-2025,2,Burdekin region,BUR8,Haughton River,2024-03-25,2024,3,Mar,Wet season,-19.36676,147.1367717,8,0.703,18.02,34.377,,1,0.762,8.65,0.08,0.8
2024-2025,2,Burdekin region,BUR4,Geoffrey Bay,2024-03-25,2024,3,Mar,Wet season,-19.1571833,146.8685917,8.6,1.159,1.84,33.0545,,2.8,0.722,10.625,0.09,1.035
2024-2025,2,Burdekin region,BUR2,Pandora,2024-03-23,2024,3,Mar,Wet season,-18.8178717,146.43824,14,0.313,1.58,34.3765,,4.7,0.2615,8.515,0.06,0.575
2024-2025,2,Burdekin region,BUR1,Palms West,2024-03-23,2024,3,Mar,Wet season,-18.54172,146.48652,30,0.3338,0.955,34.4785,,4.8,0.233,3.905,0.045,0.53
2024-2025,2,Wet Tropics region,RM3,RM3,2024-04-10,2024,4,Apr,Wet season,-17.06924,145.99394,21,0.333,0.2675,33.376,,9,0.2018,9.3175,0.025,0.3875
2024-2025,2,Wet Tropics region,RM8,High Island West,2024-04-11,2024,4,Apr,Wet season,-17.1629617,146.005035,23.8,0.5485,0.25,32.4855,,7,0.366,12.315,0.035,0.46499999999999997
2024-2025,2,Wet Tropics region,RM7,Franklands West,2024-04-11,2024,4,Apr,Wet season,-17.2266283,146.0876633,23.1,0.5015,0.735,33.2545,,11,0.3595,6.87,0.045,0.235
2024-2025,2,Wet Tropics region,RM10,Russell Mulgrave Mouth Mooring,2024-04-11,2024,4,Apr,Wet season,-17.2029533,145.978285,7.2,0.543,1.28,29.0735,,4,0.3305,29.1675,0.0725,1.5325000000000002
2024-2025,2,Wet Tropics region,TUL3,Dunk Island North,2024-04-08,2024,4,Apr,Wet season,-17.9249367,146.1431017,11,0.3615,1.165,33.195,,10,0.2165,14.235,0.05,0.36000000000000004
2024-2025,2,Wet Tropics region,TUL6,Between Tam O'Shanter and Timana,2024-04-09,2024,4,Apr,Wet season,-17.97535,146.1165567,8.8,0.5755,2.8,33.4285,,4,0.356,19.095,0.06,0.42000000000000004
